# 720 via positions -- Opera Numerorum -- Battle Plan v1.6
# David Fox -- June 2026
# M8E: 24 layers x 30 icosahedral edge midpoints, rotated 15 deg/layer
# H3 icosahedral symmetry. Substrate: Rogers 4350B, 0.1mm pitch.
# Total vias: 720 (same as M8G 120-cell). k_c(H3) ~ 2.13.
via_id,layer,angle_deg,x_mm,y_mm,z_mm,r_mm,theta_deg
393,14,195.0,-2.394337,0.719132,1.3,2.5,163.2825
394,14,195.0,0.0,0.0,1.3,0.0,0.0
395,14,195.0,-2.160128,2.983534,1.3,3.683426,125.9052
396,14,195.0,2.773296,2.944749,1.3,4.045085,46.7175
397,14,195.0,0.378959,3.66388,1.3,3.683426,84.0948
398,14,195.0,-1.100823,4.108328,1.3,4.253254,105.0
399,14,195.0,2.773296,2.944749,1.3,4.045085,46.7175
400,14,195.0,3.874119,-1.163579,1.3,4.045085,-16.7175
401,14,195.0,2.394337,-0.719132,1.3,2.5,-16.7175
402,14,195.0,4.108328,1.100823,1.3,4.253254,15.0
403,14,195.0,-2.160128,2.983534,1.3,3.683426,125.9052
404,14,195.0,1.713991,1.819955,1.3,2.5,46.7175
405,14,195.0,0.0,0.0,1.3,0.0,0.0
406,14,195.0,-2.394337,0.719132,1.3,2.5,163.2825
407,14,195.0,2.160128,-2.983534,1.3,3.683426,-54.0948
408,14,195.0,3.874119,-1.163579,1.3,4.045085,-16.7175
409,14,195.0,2.160128,-2.983534,1.3,3.683426,-54.0948
410,14,195.0,1.100823,-4.108328,1.3,4.253254,-75.0
411,14,195.0,-1.713991,-1.819955,1.3,2.5,-133.2825
412,14,195.0,-3.874119,1.163579,1.3,4.045085,163.2825
413,14,195.0,-2.773296,-2.944749,1.3,4.045085,-133.2825
414,14,195.0,-4.108328,-1.100823,1.3,4.253254,-165.0
415,14,195.0,-0.378959,-3.66388,1.3,3.683426,-95.9052
416,14,195.0,-3.874119,1.163579,1.3,4.045085,163.2825
417,14,195.0,2.394337,-0.719132,1.3,2.5,-16.7175
418,14,195.0,-0.378959,-3.66388,1.3,3.683426,-95.9052
419,14,195.0,-1.713991,-1.819955,1.3,2.5,-133.2825
420,14,195.0,-2.773296,-2.944749,1.3,4.045085,-133.2825
421,15,210.0,-0.582236,3.637118,1.4,3.683426,99.0948
422,15,210.0,1.184549,2.201555,1.4,2.5,61.7175
423,15,210.0,-2.498877,0.074928,1.4,2.5,178.2825
424,15,210.0,0.0,0.0,1.4,0.0,0.0
425,15,210.0,-2.858719,2.32279,1.4,3.683426,140.9052
426,15,210.0,1.916641,3.56219,1.4,4.045085,61.7175
427,15,210.0,-0.582236,3.637118,1.4,3.683426,99.0948
428,15,210.0,-2.126627,3.683426,1.4,4.253254,120.0
429,15,210.0,1.916641,3.56219,1.4,4.045085,61.7175
430,15,210.0,4.043268,-0.121236,1.4,4.045085,-1.7175
431,15,210.0,2.498877,-0.074928,1.4,2.5,-1.7175
432,15,210.0,3.683426,2.126627,1.4,4.253254,30.0
433,15,210.0,-2.858719,2.32279,1.4,3.683426,140.9052
434,15,210.0,1.184549,2.201555,1.4,2.5,61.7175
435,15,210.0,0.0,0.0,1.4,0.0,0.0
436,15,210.0,-2.498877,0.074928,1.4,2.5,178.2825
437,15,210.0,2.858719,-2.32279,1.4,3.683426,-39.0948
438,15,210.0,4.043268,-0.121236,1.4,4.045085,-1.7175
439,15,210.0,2.858719,-2.32279,1.4,3.683426,-39.0948
440,15,210.0,2.126627,-3.683426,1.4,4.253254,-60.0
441,15,210.0,-1.184549,-2.201555,1.4,2.5,-118.2825
442,15,210.0,-4.043268,0.121236,1.4,4.045085,178.2825
443,15,210.0,-1.916641,-3.56219,1.4,4.045085,-118.2825
444,15,210.0,-3.683426,-2.126627,1.4,4.253254,-150.0
445,15,210.0,0.582236,-3.637118,1.4,3.683426,-80.9052
446,15,210.0,-4.043268,0.121236,1.4,4.045085,178.2825
447,15,210.0,2.498877,-0.074928,1.4,2.5,-1.7175
448,15,210.0,0.582236,-3.637118,1.4,3.683426,-80.9052
449,15,210.0,-1.184549,-2.201555,1.4,2.5,-118.2825
450,15,210.0,-1.916641,-3.56219,1.4,4.045085,-118.2825
451,16,225.0,-1.503752,3.362493,1.5,3.683426,114.0948
452,16,225.0,0.574382,2.433122,1.5,2.5,76.7175
453,16,225.0,-2.433122,-0.574382,1.5,2.5,-166.7175
454,16,225.0,0.0,0.0,1.5,0.0,0.0
455,16,225.0,-3.362493,1.503752,1.5,3.683426,155.9052
456,16,225.0,0.92937,3.936875,1.5,4.045085,76.7175
457,16,225.0,-1.503752,3.362493,1.5,3.683426,114.0948
458,16,225.0,-3.007505,3.007505,1.5,4.253254,135.0
459,16,225.0,0.92937,3.936875,1.5,4.045085,76.7175
460,16,225.0,3.936875,0.92937,1.5,4.045085,13.2825
461,16,225.0,2.433122,0.574382,1.5,2.5,13.2825
462,16,225.0,3.007505,3.007505,1.5,4.253254,45.0
463,16,225.0,-3.362493,1.503752,1.5,3.683426,155.9052
464,16,225.0,0.574382,2.433122,1.5,2.5,76.7175
465,16,225.0,0.0,0.0,1.5,0.0,0.0
466,16,225.0,-2.433122,-0.574382,1.5,2.5,-166.7175
467,16,225.0,3.362493,-1.503752,1.5,3.683426,-24.0948
468,16,225.0,3.936875,0.92937,1.5,4.045085,13.2825
469,16,225.0,3.362493,-1.503752,1.5,3.683426,-24.0948
470,16,225.0,3.007505,-3.007505,1.5,4.253254,-45.0
471,16,225.0,-0.574382,-2.433122,1.5,2.5,-103.2825
472,16,225.0,-3.936875,-0.92937,1.5,4.045085,-166.7175
473,16,225.0,-0.92937,-3.936875,1.5,4.045085,-103.2825
474,16,225.0,-3.007505,-3.007505,1.5,4.253254,-135.0
475,16,225.0,1.503752,-3.362493,1.5,3.683426,-65.9052
476,16,225.0,-3.936875,-0.92937,1.5,4.045085,-166.7175
477,16,225.0,2.433122,0.574382,1.5,2.5,13.2825
478,16,225.0,1.503752,-3.362493,1.5,3.683426,-65.9052
479,16,225.0,-0.574382,-2.433122,1.5,2.5,-103.2825
480,16,225.0,-0.92937,-3.936875,1.5,4.045085,-103.2825
481,17,240.0,-2.32279,2.858719,1.6,3.683426,129.0948
482,17,240.0,-0.074928,2.498877,1.6,2.5,91.7175
483,17,240.0,-2.201555,-1.184549,1.6,2.5,-151.7175
484,17,240.0,0.0,0.0,1.6,0.0,0.0
485,17,240.0,-3.637118,0.582236,1.6,3.683426,170.9052
486,17,240.0,-0.121236,4.043268,1.6,4.045085,91.7175
487,17,240.0,-2.32279,2.858719,1.6,3.683426,129.0948
488,17,240.0,-3.683426,2.126627,1.6,4.253254,150.0
489,17,240.0,-0.121236,4.043268,1.6,4.045085,91.7175
490,17,240.0,3.56219,1.916641,1.6,4.045085,28.2825
491,17,240.0,2.201555,1.184549,1.6,2.5,28.2825
492,17,240.0,2.126627,3.683426,1.6,4.253254,60.0
493,17,240.0,-3.637118,0.582236,1.6,3.683426,170.9052
494,17,240.0,-0.074928,2.498877,1.6,2.5,91.7175
495,17,240.0,0.0,0.0,1.6,0.0,0.0
496,17,240.0,-2.201555,-1.184549,1.6,2.5,-151.7175
497,17,240.0,3.637118,-0.582236,1.6,3.683426,-9.0948
498,17,240.0,3.56219,1.916641,1.6,4.045085,28.2825
499,17,240.0,3.637118,-0.582236,1.6,3.683426,-9.0948
500,17,240.0,3.683426,-2.126627,1.6,4.253254,-30.0
501,17,240.0,0.074928,-2.498877,1.6,2.5,-88.2825
502,17,240.0,-3.56219,-1.916641,1.6,4.045085,-151.7175
503,17,240.0,0.121236,-4.043268,1.6,4.045085,-88.2825
504,17,240.0,-2.126627,-3.683426,1.6,4.253254,-120.0
505,17,240.0,2.32279,-2.858719,1.6,3.683426,-50.9052
506,17,240.0,-3.56219,-1.916641,1.6,4.045085,-151.7175
507,17,240.0,2.201555,1.184549,1.6,2.5,28.2825
508,17,240.0,2.32279,-2.858719,1.6,3.683426,-50.9052
509,17,240.0,0.074928,-2.498877,1.6,2.5,-88.2825
510,17,240.0,0.121236,-4.043268,1.6,4.045085,-88.2825
511,18,255.0,-2.983534,2.160128,1.7,3.683426,144.0948
512,18,255.0,-0.719132,2.394337,1.7,2.5,106.7175
513,18,255.0,-1.819955,-1.713991,1.7,2.5,-136.7175
514,18,255.0,0.0,0.0,1.7,0.0,0.0
515,18,255.0,-3.66388,-0.378959,1.7,3.683426,-174.0948
516,18,255.0,-1.163579,3.874119,1.7,4.045085,106.7175
517,18,255.0,-2.983534,2.160128,1.7,3.683426,144.0948
518,18,255.0,-4.108328,1.100823,1.7,4.253254,165.0
519,18,255.0,-1.163579,3.874119,1.7,4.045085,106.7175
520,18,255.0,2.944749,2.773296,1.7,4.045085,43.2825
521,18,255.0,1.819955,1.713991,1.7,2.5,43.2825
522,18,255.0,1.100823,4.108328,1.7,4.253254,75.0
523,18,255.0,-3.66388,-0.378959,1.7,3.683426,-174.0948
524,18,255.0,-0.719132,2.394337,1.7,2.5,106.7175
525,18,255.0,0.0,0.0,1.7,0.0,0.0
526,18,255.0,-1.819955,-1.713991,1.7,2.5,-136.7175
527,18,255.0,3.66388,0.378959,1.7,3.683426,5.9052
528,18,255.0,2.944749,2.773296,1.7,4.045085,43.2825
529,18,255.0,3.66388,0.378959,1.7,3.683426,5.9052
530,18,255.0,4.108328,-1.100823,1.7,4.253254,-15.0
531,18,255.0,0.719132,-2.394337,1.7,2.5,-73.2825
532,18,255.0,-2.944749,-2.773296,1.7,4.045085,-136.7175
533,18,255.0,1.163579,-3.874119,1.7,4.045085,-73.2825
534,18,255.0,-1.100823,-4.108328,1.7,4.253254,-105.0
535,18,255.0,2.983534,-2.160128,1.7,3.683426,-35.9052
536,18,255.0,-2.944749,-2.773296,1.7,4.045085,-136.7175
537,18,255.0,1.819955,1.713991,1.7,2.5,43.2825
538,18,255.0,2.983534,-2.160128,1.7,3.683426,-35.9052
539,18,255.0,0.719132,-2.394337,1.7,2.5,-73.2825
540,18,255.0,1.163579,-3.874119,1.7,4.045085,-73.2825
541,19,270.0,-3.440955,1.314328,1.8,3.683426,159.0948
542,19,270.0,-1.314328,2.126627,1.8,2.5,121.7175
543,19,270.0,-1.314328,-2.126627,1.8,2.5,-121.7175
544,19,270.0,0.0,0.0,1.8,0.0,0.0
545,19,270.0,-3.440955,-1.314328,1.8,3.683426,-159.0948
546,19,270.0,-2.126627,3.440955,1.8,4.045085,121.7175
547,19,270.0,-3.440955,1.314328,1.8,3.683426,159.0948
548,19,270.0,-4.253254,0.0,1.8,4.253254,180.0
549,19,270.0,-2.126627,3.440955,1.8,4.045085,121.7175
550,19,270.0,2.126627,3.440955,1.8,4.045085,58.2825
551,19,270.0,1.314328,2.126627,1.8,2.5,58.2825
552,19,270.0,0.0,4.253254,1.8,4.253254,90.0
553,19,270.0,-3.440955,-1.314328,1.8,3.683426,-159.0948
554,19,270.0,-1.314328,2.126627,1.8,2.5,121.7175
555,19,270.0,0.0,0.0,1.8,0.0,0.0
556,19,270.0,-1.314328,-2.126627,1.8,2.5,-121.7175
557,19,270.0,3.440955,1.314328,1.8,3.683426,20.9052
558,19,270.0,2.126627,3.440955,1.8,4.045085,58.2825
559,19,270.0,3.440955,1.314328,1.8,3.683426,20.9052
560,19,270.0,4.253254,-0.0,1.8,4.253254,-0.0
561,19,270.0,1.314328,-2.126627,1.8,2.5,-58.2825
562,19,270.0,-2.126627,-3.440955,1.8,4.045085,-121.7175
563,19,270.0,2.126627,-3.440955,1.8,4.045085,-58.2825
564,19,270.0,-0.0,-4.253254,1.8,4.253254,-90.0
565,19,270.0,3.440955,-1.314328,1.8,3.683426,-20.9052
566,19,270.0,-2.126627,-3.440955,1.8,4.045085,-121.7175
567,19,270.0,1.314328,2.126627,1.8,2.5,58.2825
568,19,270.0,3.440955,-1.314328,1.8,3.683426,-20.9052
569,19,270.0,1.314328,-2.126627,1.8,2.5,-58.2825
570,19,270.0,2.126627,-3.440955,1.8,4.045085,-58.2825
571,20,285.0,-3.66388,0.378959,1.9,3.683426,174.0948
572,20,285.0,-1.819955,1.713991,1.9,2.5,136.7175
573,20,285.0,-0.719132,-2.394337,1.9,2.5,-106.7175
574,20,285.0,0.0,0.0,1.9,0.0,0.0
575,20,285.0,-2.983534,-2.160128,1.9,3.683426,-144.0948
576,20,285.0,-2.944749,2.773296,1.9,4.045085,136.7175
577,20,285.0,-3.66388,0.378959,1.9,3.683426,174.0948
578,20,285.0,-4.108328,-1.100823,1.9,4.253254,-165.0
579,20,285.0,-2.944749,2.773296,1.9,4.045085,136.7175
580,20,285.0,1.163579,3.874119,1.9,4.045085,73.2825
581,20,285.0,0.719132,2.394337,1.9,2.5,73.2825
582,20,285.0,-1.100823,4.108328,1.9,4.253254,105.0
583,20,285.0,-2.983534,-2.160128,1.9,3.683426,-144.0948
584,20,285.0,-1.819955,1.713991,1.9,2.5,136.7175
585,20,285.0,0.0,0.0,1.9,0.0,0.0
586,20,285.0,-0.719132,-2.394337,1.9,2.5,-106.7175
587,20,285.0,2.983534,2.160128,1.9,3.683426,35.9052
588,20,285.0,1.163579,3.874119,1.9,4.045085,73.2825
589,20,285.0,2.983534,2.160128,1.9,3.683426,35.9052
590,20,285.0,4.108328,1.100823,1.9,4.253254,15.0
591,20,285.0,1.819955,-1.713991,1.9,2.5,-43.2825
592,20,285.0,-1.163579,-3.874119,1.9,4.045085,-106.7175
593,20,285.0,2.944749,-2.773296,1.9,4.045085,-43.2825
594,20,285.0,1.100823,-4.108328,1.9,4.253254,-75.0
595,20,285.0,3.66388,-0.378959,1.9,3.683426,-5.9052
596,20,285.0,-1.163579,-3.874119,1.9,4.045085,-106.7175
597,20,285.0,0.719132,2.394337,1.9,2.5,73.2825
598,20,285.0,3.66388,-0.378959,1.9,3.683426,-5.9052
599,20,285.0,1.819955,-1.713991,1.9,2.5,-43.2825
600,20,285.0,2.944749,-2.773296,1.9,4.045085,-43.2825
601,21,300.0,-3.637118,-0.582236,2.0,3.683426,-170.9052
602,21,300.0,-2.201555,1.184549,2.0,2.5,151.7175
603,21,300.0,-0.074928,-2.498877,2.0,2.5,-91.7175
604,21,300.0,0.0,0.0,2.0,0.0,0.0
605,21,300.0,-2.32279,-2.858719,2.0,3.683426,-129.0948
606,21,300.0,-3.56219,1.916641,2.0,4.045085,151.7175
607,21,300.0,-3.637118,-0.582236,2.0,3.683426,-170.9052
608,21,300.0,-3.683426,-2.126627,2.0,4.253254,-150.0
609,21,300.0,-3.56219,1.916641,2.0,4.045085,151.7175
610,21,300.0,0.121236,4.043268,2.0,4.045085,88.2825
611,21,300.0,0.074928,2.498877,2.0,2.5,88.2825
612,21,300.0,-2.126627,3.683426,2.0,4.253254,120.0
613,21,300.0,-2.32279,-2.858719,2.0,3.683426,-129.0948
614,21,300.0,-2.201555,1.184549,2.0,2.5,151.7175
615,21,300.0,0.0,0.0,2.0,0.0,0.0
616,21,300.0,-0.074928,-2.498877,2.0,2.5,-91.7175
617,21,300.0,2.32279,2.858719,2.0,3.683426,50.9052
618,21,300.0,0.121236,4.043268,2.0,4.045085,88.2825
619,21,300.0,2.32279,2.858719,2.0,3.683426,50.9052
620,21,300.0,3.683426,2.126627,2.0,4.253254,30.0
621,21,300.0,2.201555,-1.184549,2.0,2.5,-28.2825
622,21,300.0,-0.121236,-4.043268,2.0,4.045085,-91.7175
623,21,300.0,3.56219,-1.916641,2.0,4.045085,-28.2825
624,21,300.0,2.126627,-3.683426,2.0,4.253254,-60.0
625,21,300.0,3.637118,0.582236,2.0,3.683426,9.0948
626,21,300.0,-0.121236,-4.043268,2.0,4.045085,-91.7175
627,21,300.0,0.074928,2.498877,2.0,2.5,88.2825
628,21,300.0,3.637118,0.582236,2.0,3.683426,9.0948
629,21,300.0,2.201555,-1.184549,2.0,2.5,-28.2825
630,21,300.0,3.56219,-1.916641,2.0,4.045085,-28.2825
631,22,315.0,-3.362493,-1.503752,2.1,3.683426,-155.9052
632,22,315.0,-2.433122,0.574382,2.1,2.5,166.7175
633,22,315.0,0.574382,-2.433122,2.1,2.5,-76.7175
634,22,315.0,0.0,0.0,2.1,0.0,0.0
635,22,315.0,-1.503752,-3.362493,2.1,3.683426,-114.0948
636,22,315.0,-3.936875,0.92937,2.1,4.045085,166.7175
637,22,315.0,-3.362493,-1.503752,2.1,3.683426,-155.9052
638,22,315.0,-3.007505,-3.007505,2.1,4.253254,-135.0
639,22,315.0,-3.936875,0.92937,2.1,4.045085,166.7175
640,22,315.0,-0.92937,3.936875,2.1,4.045085,103.2825
641,22,315.0,-0.574382,2.433122,2.1,2.5,103.2825
642,22,315.0,-3.007505,3.007505,2.1,4.253254,135.0
643,22,315.0,-1.503752,-3.362493,2.1,3.683426,-114.0948
644,22,315.0,-2.433122,0.574382,2.1,2.5,166.7175
645,22,315.0,0.0,0.0,2.1,0.0,0.0
646,22,315.0,0.574382,-2.433122,2.1,2.5,-76.7175
647,22,315.0,1.503752,3.362493,2.1,3.683426,65.9052
648,22,315.0,-0.92937,3.936875,2.1,4.045085,103.2825
649,22,315.0,1.503752,3.362493,2.1,3.683426,65.9052
650,22,315.0,3.007505,3.007505,2.1,4.253254,45.0
651,22,315.0,2.433122,-0.574382,2.1,2.5,-13.2825
652,22,315.0,0.92937,-3.936875,2.1,4.045085,-76.7175
653,22,315.0,3.936875,-0.92937,2.1,4.045085,-13.2825
654,22,315.0,3.007505,-3.007505,2.1,4.253254,-45.0
655,22,315.0,3.362493,1.503752,2.1,3.683426,24.0948
656,22,315.0,0.92937,-3.936875,2.1,4.045085,-76.7175
657,22,315.0,-0.574382,2.433122,2.1,2.5,103.2825
658,22,315.0,3.362493,1.503752,2.1,3.683426,24.0948
659,22,315.0,2.433122,-0.574382,2.1,2.5,-13.2825
660,22,315.0,3.936875,-0.92937,2.1,4.045085,-13.2825
661,23,330.0,-2.858719,-2.32279,2.2,3.683426,-140.9052
662,23,330.0,-2.498877,-0.074928,2.2,2.5,-178.2825
663,23,330.0,1.184549,-2.201555,2.2,2.5,-61.7175
664,23,330.0,0.0,0.0,2.2,0.0,0.0
665,23,330.0,-0.582236,-3.637118,2.2,3.683426,-99.0948
666,23,330.0,-4.043268,-0.121236,2.2,4.045085,-178.2825
667,23,330.0,-2.858719,-2.32279,2.2,3.683426,-140.9052
668,23,330.0,-2.126627,-3.683426,2.2,4.253254,-120.0
669,23,330.0,-4.043268,-0.121236,2.2,4.045085,-178.2825
670,23,330.0,-1.916641,3.56219,2.2,4.045085,118.2825
671,23,330.0,-1.184549,2.201555,2.2,2.5,118.2825
672,23,330.0,-3.683426,2.126627,2.2,4.253254,150.0
673,23,330.0,-0.582236,-3.637118,2.2,3.683426,-99.0948
674,23,330.0,-2.498877,-0.074928,2.2,2.5,-178.2825
675,23,330.0,0.0,0.0,2.2,0.0,0.0
676,23,330.0,1.184549,-2.201555,2.2,2.5,-61.7175
677,23,330.0,0.582236,3.637118,2.2,3.683426,80.9052
678,23,330.0,-1.916641,3.56219,2.2,4.045085,118.2825
679,23,330.0,0.582236,3.637118,2.2,3.683426,80.9052
680,23,330.0,2.126627,3.683426,2.2,4.253254,60.0
681,23,330.0,2.498877,0.074928,2.2,2.5,1.7175
682,23,330.0,1.916641,-3.56219,2.2,4.045085,-61.7175
683,23,330.0,4.043268,0.121236,2.2,4.045085,1.7175
684,23,330.0,3.683426,-2.126627,2.2,4.253254,-30.0
685,23,330.0,2.858719,2.32279,2.2,3.683426,39.0948
686,23,330.0,1.916641,-3.56219,2.2,4.045085,-61.7175
687,23,330.0,-1.184549,2.201555,2.2,2.5,118.2825
688,23,330.0,2.858719,2.32279,2.2,3.683426,39.0948
689,23,330.0,2.498877,0.074928,2.2,2.5,1.7175
690,23,330.0,4.043268,0.121236,2.2,4.045085,1.7175
691,24,345.0,-2.160128,-2.983534,2.3,3.683426,-125.9052
692,24,345.0,-2.394337,-0.719132,2.3,2.5,-163.2825
693,24,345.0,1.713991,-1.819955,2.3,2.5,-46.7175
694,24,345.0,0.0,0.0,2.3,0.0,0.0
695,24,345.0,0.378959,-3.66388,2.3,3.683426,-84.0948
696,24,345.0,-3.874119,-1.163579,2.3,4.045085,-163.2825
697,24,345.0,-2.160128,-2.983534,2.3,3.683426,-125.9052
698,24,345.0,-1.100823,-4.108328,2.3,4.253254,-105.0
699,24,345.0,-3.874119,-1.163579,2.3,4.045085,-163.2825
700,24,345.0,-2.773296,2.944749,2.3,4.045085,133.2825
701,24,345.0,-1.713991,1.819955,2.3,2.5,133.2825
702,24,345.0,-4.108328,1.100823,2.3,4.253254,165.0
703,24,345.0,0.378959,-3.66388,2.3,3.683426,-84.0948
704,24,345.0,-2.394337,-0.719132,2.3,2.5,-163.2825
705,24,345.0,0.0,0.0,2.3,0.0,0.0
706,24,345.0,1.713991,-1.819955,2.3,2.5,-46.7175
707,24,345.0,-0.378959,3.66388,2.3,3.683426,95.9052
708,24,345.0,-2.773296,2.944749,2.3,4.045085,133.2825
709,24,345.0,-0.378959,3.66388,2.3,3.683426,95.9052
710,24,345.0,1.100823,4.108328,2.3,4.253254,75.0
711,24,345.0,2.394337,0.719132,2.3,2.5,16.7175
712,24,345.0,2.773296,-2.944749,2.3,4.045085,-46.7175
713,24,345.0,3.874119,1.163579,2.3,4.045085,16.7175
714,24,345.0,4.108328,-1.100823,2.3,4.253254,-15.0
715,24,345.0,2.160128,2.983534,2.3,3.683426,54.0948
716,24,345.0,2.773296,-2.944749,2.3,4.045085,-46.7175
717,24,345.0,-1.713991,1.819955,2.3,2.5,133.2825
718,24,345.0,2.160128,2.983534,2.3,3.683426,54.0948
719,24,345.0,2.394337,0.719132,2.3,2.5,16.7175
720,24,345.0,3.874119,1.163579,2.3,4.045085,16.7175
